org,proyecto,usuario,avatar_url,pr_number,pr_title,merged_at,merged_date,url,additions,deletions,changed_lines
dogecoin,dogecoin,pmzajaczkowski,https://avatars.githubusercontent.com/u/9041884?v=4,3997,cleanup: remove trailing whitespace across src/,2026-05-12T02:42:33Z,2026-05-12,https://github.com/dogecoin/dogecoin/pull/3997,,,
dogecoin,dogecoin,pmzajaczkowski,https://avatars.githubusercontent.com/u/9041884?v=4,3996,Remove duplicate #include lines in three source files,2026-05-12T02:42:19Z,2026-05-12,https://github.com/dogecoin/dogecoin/pull/3996,,,
dogecoin,dogecoin,pmzajaczkowski,https://avatars.githubusercontent.com/u/9041884?v=4,3988,style: add missing space after if/for/while keywords (per developer-notes.md),2026-05-07T18:19:22Z,2026-05-07,https://github.com/dogecoin/dogecoin/pull/3988,,,
dogecoin,dogecoin,thisiskeanyvy,https://avatars.githubusercontent.com/u/48371699?v=4,3994,docs: add maintenance disclaimer and update shared-libraries.md,2026-05-07T16:19:00Z,2026-05-07,https://github.com/dogecoin/dogecoin/pull/3994,,,
dogecoin,dogecoin,pmzajaczkowski,https://avatars.githubusercontent.com/u/9041884?v=4,3987,docs: update branch strategy to reflect master as active branch,2026-05-03T15:46:03Z,2026-05-03,https://github.com/dogecoin/dogecoin/pull/3987,,,
dogecoin,dogecoin,Project516,https://avatars.githubusercontent.com/u/138796702?v=4,3989,docs: improve Fedora build instructions,2026-05-03T15:44:49Z,2026-05-03,https://github.com/dogecoin/dogecoin/pull/3989,,,
dogecoin,dogecoin,cuiweixie,https://avatars.githubusercontent.com/u/1579517?v=4,3979,dogecoin: remove unused bnOld in retarget calculation,2026-04-01T11:50:13Z,2026-04-01,https://github.com/dogecoin/dogecoin/pull/3979,,,
dogecoin,dogecoin,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,3798,update gitian key for patricklodder,2026-03-30T17:41:04Z,2026-03-30,https://github.com/dogecoin/dogecoin/pull/3798,,,
dogecoin,dogecoin,cuiweixie,https://avatars.githubusercontent.com/u/1579517?v=4,3978,validation: fix incorrect fee value in mempool rejection message,2026-03-29T21:05:55Z,2026-03-29,https://github.com/dogecoin/dogecoin/pull/3978,,,
dogecoin,dogecoin,xanimo,https://avatars.githubusercontent.com/u/31856436?v=4,3980,ci: upgrade GitHub Actions from Node.js 20 to Node.js 24,2026-03-29T09:44:07Z,2026-03-29,https://github.com/dogecoin/dogecoin/pull/3980,,,
dogecoin,dogecoin,xanimo,https://avatars.githubusercontent.com/u/31856436?v=4,3969,ci: upgrade pip/pin lief version 0.12.3,2026-01-31T15:05:41Z,2026-01-31,https://github.com/dogecoin/dogecoin/pull/3969,,,
dogecoin,dogecoin,xanimo,https://avatars.githubusercontent.com/u/31856436?v=4,3968,update old xanimo-key,2026-01-30T09:34:00Z,2026-01-30,https://github.com/dogecoin/dogecoin/pull/3968,,,
dogecoin,dogecoin,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,3929,Build: remove autoconf boost debt,2026-01-23T07:30:44Z,2026-01-23,https://github.com/dogecoin/dogecoin/pull/3929,,,
dogecoin,dogecoin,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,3928,build: do not link boost_system if boost >= 1.69.0,2026-01-18T20:53:35Z,2026-01-18,https://github.com/dogecoin/dogecoin/pull/3928,,,
dogecoin,dogecoin,EricGrill,https://avatars.githubusercontent.com/u/694055?v=4,3962,docs: Update vMerkleBranch comment in auxpow.h,2026-01-17T16:57:28Z,2026-01-17,https://github.com/dogecoin/dogecoin/pull/3962,,,
dogecoin,dogecoin,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,3840,rpc: unify auxpow caching / simplify implementation,2025-05-28T00:02:50Z,2025-05-28,https://github.com/dogecoin/dogecoin/pull/3840,,,
dogecoin,dogecoin,nformant1,https://avatars.githubusercontent.com/u/54002590?v=4,3846,Update format build-windows.md,2025-05-27T23:37:55Z,2025-05-27,https://github.com/dogecoin/dogecoin/pull/3846,,,
dogecoin,dogecoin,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,3838,rpc: moveonly: untangle auxpow from rpc/mining.cpp,2025-05-05T02:21:34Z,2025-05-05,https://github.com/dogecoin/dogecoin/pull/3838,,,
dogecoin,dogecoin,michilumin,https://avatars.githubusercontent.com/u/6802127?v=4,3839,Update michilumin key expiry for 2025,2025-05-04T09:39:51Z,2025-05-04,https://github.com/dogecoin/dogecoin/pull/3839,,,
dogecoin,dogecoin,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,3812,ci: check subtrees,2025-04-21T21:29:35Z,2025-04-21,https://github.com/dogecoin/dogecoin/pull/3812,,,
dogecoin,dogecoin,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,3799,doc: elaborate release binary integrity checking further,2025-04-20T02:13:08Z,2025-04-20,https://github.com/dogecoin/dogecoin/pull/3799,,,
dogecoin,dogecoin,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,3800,net: fix compatibility with miniupnp API version 18,2025-04-20T02:04:19Z,2025-04-20,https://github.com/dogecoin/dogecoin/pull/3800,,,
dogecoin,dogecoin,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,3813,Restore leveldb subtree integrity,2025-04-20T01:20:49Z,2025-04-20,https://github.com/dogecoin/dogecoin/pull/3813,,,
dogecoin,dogecoin,omahs,https://avatars.githubusercontent.com/u/73983677?v=4,3806,Fix typos,2025-04-02T14:03:15Z,2025-04-02,https://github.com/dogecoin/dogecoin/pull/3806,,,
dogecoin,dogecoin,chromatic,https://avatars.githubusercontent.com/u/50255?v=4,3796,Replace boost::function with std::function,2025-04-01T18:30:56Z,2025-04-01,https://github.com/dogecoin/dogecoin/pull/3796,,,
dogecoin,dogecoin,chromatic,https://avatars.githubusercontent.com/u/50255?v=4,3795,Add configure option to warn on NULL/0 usage,2025-03-25T15:50:58Z,2025-03-25,https://github.com/dogecoin/dogecoin/pull/3795,,,
dogecoin,gitian.sigs,KunNw0n,https://avatars.githubusercontent.com/u/26278865?v=4,41,KunNw0n's 1.14.9 sigs,2025-03-13T22:28:48Z,2025-03-13,https://github.com/dogecoin/gitian.sigs/pull/41,,,
dogecoin,dogecoin,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,3474,depends: remove bip70-related artifacts,2025-03-10T00:20:02Z,2025-03-10,https://github.com/dogecoin/dogecoin/pull/3474,,,
dogecoin,dogecoin,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,3466,Remove BIP70 payment requests,2025-03-03T23:07:40Z,2025-03-03,https://github.com/dogecoin/dogecoin/pull/3466,,,
dogecoin,dogecoin,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,3788,Update / containerize the CI,2025-03-02T21:28:22Z,2025-03-02,https://github.com/dogecoin/dogecoin/pull/3788,,,
dogecoin,dogecoin,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,3659,doc: fix and link German README (trivial),2025-03-02T21:28:11Z,2025-03-02,https://github.com/dogecoin/dogecoin/pull/3659,,,
dogecoin,dogecoin,fuyangpengqi,https://avatars.githubusercontent.com/u/167312867?v=4,3525,chore: remove repetitive words,2025-02-27T21:48:47Z,2025-02-27,https://github.com/dogecoin/dogecoin/pull/3525,,,
dogecoin,dogecoin,edtubbs,https://avatars.githubusercontent.com/u/84785904?v=4,3780,wallet: update derivation path to m/0'/3'/n',2025-02-25T20:54:25Z,2025-02-25,https://github.com/dogecoin/dogecoin/pull/3780,,,
dogecoin,dogecoin,chloefeal,https://avatars.githubusercontent.com/u/188809157?v=4,3768,Fix typos,2025-01-17T01:23:27Z,2025-01-17,https://github.com/dogecoin/dogecoin/pull/3768,,,
dogecoin,dogecoin,oliveredget,https://avatars.githubusercontent.com/u/188809800?v=4,3763,Fix typos in comments,2025-01-06T22:20:57Z,2025-01-06,https://github.com/dogecoin/dogecoin/pull/3763,,,
dogecoin,dogecoin,peicuiping,https://avatars.githubusercontent.com/u/168072318?v=4,3759,doc: fix typos,2025-01-01T16:56:17Z,2025-01-01,https://github.com/dogecoin/dogecoin/pull/3759,,,
dogecoin,dogecoin,thisiskeanyvy,https://avatars.githubusercontent.com/u/48371699?v=4,3715,Standardisation of READMEs following update of the main README (doc/intl),2024-12-28T12:28:20Z,2024-12-28,https://github.com/dogecoin/dogecoin/pull/3715,,,
dogecoin,dogecoin,thisiskeanyvy,https://avatars.githubusercontent.com/u/48371699?v=4,3717,Update and completing unfinished French translation files (bitcoin_fr.ts and bitcoin_fr_CA.ts),2024-12-28T01:06:58Z,2024-12-28,https://github.com/dogecoin/dogecoin/pull/3717,,,
dogecoin,dogecoin,MarsDoge,https://avatars.githubusercontent.com/u/61187351?v=4,3732,fix compatibility with boost 1.83,2024-12-09T21:36:34Z,2024-12-09,https://github.com/dogecoin/dogecoin/pull/3732,,,
dogecoin,gitian.sigs,0foxes,https://avatars.githubusercontent.com/u/31290848?v=4,40,slightlyskepticalpotat's 1.14.9 sigs,2024-12-01T14:10:54Z,2024-12-01,https://github.com/dogecoin/gitian.sigs/pull/40,,,
dogecoin,dogecoin,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,3728,1.14.9: fixate release,2024-12-01T01:55:09Z,2024-12-01,https://github.com/dogecoin/dogecoin/pull/3728,,,
dogecoin,dogecoin,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,3727,1.14.9: release notes,2024-12-01T00:06:46Z,2024-12-01,https://github.com/dogecoin/dogecoin/pull/3727,,,
dogecoin,dogecoin,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,3725,Check auxpow PoW before the auxpow itself.,2024-11-30T22:56:46Z,2024-11-30,https://github.com/dogecoin/dogecoin/pull/3725,,,
dogecoin,dogecoin,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,3726,1.14.9: Check auxpow PoW before the auxpow itself.,2024-11-30T22:27:24Z,2024-11-30,https://github.com/dogecoin/dogecoin/pull/3726,,,
dogecoin,dogecoin,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,3724,1.14.9: change asserts into handled failures for cmpctblk,2024-11-30T19:23:01Z,2024-11-30,https://github.com/dogecoin/dogecoin/pull/3724,,,
dogecoin,dogecoin,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,3723,Open 1.14.9,2024-11-30T17:38:26Z,2024-11-30,https://github.com/dogecoin/dogecoin/pull/3723,,,
dogecoin,dogecoin,omahs,https://avatars.githubusercontent.com/u/73983677?v=4,3664,doc: fix typos,2024-10-14T17:36:25Z,2024-10-14,https://github.com/dogecoin/dogecoin/pull/3664,,,
dogecoin,dogecoin,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,3643,readme: remove all external URLs other than our GitHub repo,2024-10-13T22:56:47Z,2024-10-13,https://github.com/dogecoin/dogecoin/pull/3643,,,
dogecoin,dogecoin,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,3661,bugfix: change asserts into handled failures for cmpctblk,2024-10-12T23:17:58Z,2024-10-12,https://github.com/dogecoin/dogecoin/pull/3661,,,
dogecoin,dogecoin,daank-c,https://avatars.githubusercontent.com/u/102710924?v=4,3623,docs: update French README,2024-10-05T14:17:44Z,2024-10-05,https://github.com/dogecoin/dogecoin/pull/3623,,,
dogecoin,dogecoin,FierceSkit,https://avatars.githubusercontent.com/u/107470576?v=4,3622,German README.md,2024-10-01T12:08:57Z,2024-10-01,https://github.com/dogecoin/dogecoin/pull/3622,,,
dogecoin,dogecoin,chromatic,https://avatars.githubusercontent.com/u/50255?v=4,3627,Move release notes,2024-09-10T14:03:42Z,2024-09-10,https://github.com/dogecoin/dogecoin/pull/3627,,,
dogecoin,dogecoin,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,3621,update version info to 1.14.99 for master,2024-08-13T08:39:32Z,2024-08-13,https://github.com/dogecoin/dogecoin/pull/3621,,,
dogecoin,dogecoin,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,3569,doc: change the branching strategy,2024-08-08T19:29:52Z,2024-08-08,https://github.com/dogecoin/dogecoin/pull/3569,,,
dogecoin,dogecoin,xanimo,https://avatars.githubusercontent.com/u/31856436?v=4,3617,update xanimo's public key,2024-08-05T15:16:52Z,2024-08-05,https://github.com/dogecoin/dogecoin/pull/3617,,,
dogecoin,gitian.sigs,xanimo,https://avatars.githubusercontent.com/u/31856436?v=4,38,xanimo's sigs,2024-08-03T16:57:07Z,2024-08-03,https://github.com/dogecoin/gitian.sigs/pull/38,,,
dogecoin,dogecoin,chromatic,https://avatars.githubusercontent.com/u/50255?v=4,3615,Fixate 1.14.8 for release,2024-08-02T00:23:20Z,2024-08-02,https://github.com/dogecoin/dogecoin/pull/3615,,,
dogecoin,dogecoin,chromatic,https://avatars.githubusercontent.com/u/50255?v=4,3609,1.14.8 Release Notes,2024-08-01T23:20:13Z,2024-08-01,https://github.com/dogecoin/dogecoin/pull/3609,,,
dogecoin,dogecoin,chromatic,https://avatars.githubusercontent.com/u/50255?v=4,3612,Update manpages for 1.14.8 release,2024-08-01T13:35:06Z,2024-08-01,https://github.com/dogecoin/dogecoin/pull/3612,,,
dogecoin,dogecoin,chromatic,https://avatars.githubusercontent.com/u/50255?v=4,3611,doc: add security policy with contacts,2024-07-31T11:50:28Z,2024-07-31,https://github.com/dogecoin/dogecoin/pull/3611,,,
dogecoin,dogecoin,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,3592,1.14.8: Backport TxRequestTracker,2024-07-26T01:46:30Z,2024-07-26,https://github.com/dogecoin/dogecoin/pull/3592,,,
dogecoin,dogecoin,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,3591,1.14.8: Backport bugfixes from 1.15.0-dev,2024-07-25T15:28:35Z,2024-07-25,https://github.com/dogecoin/dogecoin/pull/3591,,,
dogecoin,dogecoin,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,3590,1.14.8: update pinned dependencies,2024-07-24T00:52:21Z,2024-07-24,https://github.com/dogecoin/dogecoin/pull/3590,,,
dogecoin,dogecoin,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,3589,1.14.8: allow compiling with c++17,2024-07-24T00:46:09Z,2024-07-24,https://github.com/dogecoin/dogecoin/pull/3589,,,
dogecoin,dogecoin,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,3586,1.14.8: backport test fixes,2024-07-23T00:39:12Z,2024-07-23,https://github.com/dogecoin/dogecoin/pull/3586,,,
dogecoin,dogecoin,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,3588,1.14.8: enable compiling against newer boost versions,2024-07-23T00:38:59Z,2024-07-23,https://github.com/dogecoin/dogecoin/pull/3588,,,
dogecoin,dogecoin,GaloisField2718,https://avatars.githubusercontent.com/u/84255448?v=4,3549,Add gen-dogecoin-conf.sh from bitcoin core github,2024-07-23T00:22:12Z,2024-07-23,https://github.com/dogecoin/dogecoin/pull/3549,,,
dogecoin,dogecoin,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,3585,open 1.14.8,2024-07-21T17:15:39Z,2024-07-21,https://github.com/dogecoin/dogecoin/pull/3585,,,
dogecoin,dogecoin,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,3584,1.14.8: CI fixes,2024-07-21T02:26:56Z,2024-07-21,https://github.com/dogecoin/dogecoin/pull/3584,,,
dogecoin,dogecoin,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,3582,ci: pin setuptools version to 70.3.0,2024-07-20T22:42:53Z,2024-07-20,https://github.com/dogecoin/dogecoin/pull/3582,,,
dogecoin,dogecoin,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,3580,doc: simplify macOS build guide,2024-07-20T22:34:32Z,2024-07-20,https://github.com/dogecoin/dogecoin/pull/3580,,,
dogecoin,dogecoin,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,3558,compat: fix compatibility with boost 1.85,2024-07-18T05:58:01Z,2024-07-18,https://github.com/dogecoin/dogecoin/pull/3558,,,
dogecoin,dogecoin,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,3577,backport: TxRequestTracker module,2024-07-18T05:57:49Z,2024-07-18,https://github.com/dogecoin/dogecoin/pull/3577,,,
dogecoin,dogecoin,KMSoftwareHQ,https://avatars.githubusercontent.com/u/12472950?v=4,3481,"Fix: depends fail to build, bump expat version",2024-07-16T22:37:28Z,2024-07-16,https://github.com/dogecoin/dogecoin/pull/3481,,,
dogecoin,dogecoin,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,3576,validation: avoid masking of difficulty adjustment errors,2024-07-15T00:04:30Z,2024-07-15,https://github.com/dogecoin/dogecoin/pull/3576,,,
dogecoin,dogecoin,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,3575,net: improve orphan processing,2024-07-14T18:21:11Z,2024-07-14,https://github.com/dogecoin/dogecoin/pull/3575,,,
dogecoin,dogecoin,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,3574,qa: add getdata test,2024-07-14T18:20:57Z,2024-07-14,https://github.com/dogecoin/dogecoin/pull/3574,,,
dogecoin,dogecoin,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,3572,qa: fix walletnotify test,2024-07-14T18:20:44Z,2024-07-14,https://github.com/dogecoin/dogecoin/pull/3572,,,
dogecoin,dogecoin,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,3313,refactor: fix undefined behavior and cleanup lock debugging code,2024-07-14T15:29:49Z,2024-07-14,https://github.com/dogecoin/dogecoin/pull/3313,,,
dogecoin,dogecoin,qlpqlp,https://avatars.githubusercontent.com/u/5968076?v=4,3565,Added pt_PT Readme,2024-07-13T01:37:15Z,2024-07-13,https://github.com/dogecoin/dogecoin/pull/3565,,,
dogecoin,dogecoin,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,3568,p2p: reduce amount of getheaders sent per inv,2024-07-07T23:55:23Z,2024-07-07,https://github.com/dogecoin/dogecoin/pull/3568,,,
dogecoin,dogecoin,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,3567,bugfix: avoid the use of abs in time data,2024-07-07T23:55:10Z,2024-07-07,https://github.com/dogecoin/dogecoin/pull/3567,,,
dogecoin,dogecoin,thisiskeanyvy,https://avatars.githubusercontent.com/u/48371699?v=4,3194,Translation and addition of the README.md file in French (README_fr_FR.md),2024-06-29T14:30:52Z,2024-06-29,https://github.com/dogecoin/dogecoin/pull/3194,,,
dogecoin,dogecoin,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,3459,Organize internationalized documentation,2024-06-26T00:12:30Z,2024-06-26,https://github.com/dogecoin/dogecoin/pull/3459,,,
dogecoin,dogecoin,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,3561,build: allow c++17 standard to be used for compilation,2024-06-25T13:59:29Z,2024-06-25,https://github.com/dogecoin/dogecoin/pull/3561,,,
dogecoin,dogecoin,chromatic,https://avatars.githubusercontent.com/u/50255?v=4,3514,Change Bitcoin to Dogecoin in qa/ files,2024-06-25T00:55:06Z,2024-06-25,https://github.com/dogecoin/dogecoin/pull/3514,,,
dogecoin,dogecoin,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,3393,Add dust metrics to getblockstats,2024-06-24T01:11:16Z,2024-06-24,https://github.com/dogecoin/dogecoin/pull/3393,,,
dogecoin,dogecoin,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,3557,doc: add security policy,2024-06-22T15:58:12Z,2024-06-22,https://github.com/dogecoin/dogecoin/pull/3557,,,
dogecoin,dogecoin,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,3560,random: use std::shuffle instead of std::random_shuffle,2024-06-22T07:13:50Z,2024-06-22,https://github.com/dogecoin/dogecoin/pull/3560,,,
dogecoin,dogecoin,xanimo,https://avatars.githubusercontent.com/u/31856436?v=4,3521,backport: random.h/.cpp cherry-picks up to #10821,2024-06-20T13:20:35Z,2024-06-20,https://github.com/dogecoin/dogecoin/pull/3521,,,
dogecoin,dogecoin,xanimo,https://avatars.githubusercontent.com/u/31856436?v=4,3511,backport: Use FastRandomContext for all tests,2024-06-15T13:26:16Z,2024-06-15,https://github.com/dogecoin/dogecoin/pull/3511,,,
dogecoin,dogecoin,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,3494,build: update AX_CXX_COMPILE_STDCXX to serial 18,2024-05-31T03:33:08Z,2024-05-31,https://github.com/dogecoin/dogecoin/pull/3494,,,
dogecoin,dogecoin,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,3517,ci: update codeql to v3,2024-04-14T05:42:55Z,2024-04-14,https://github.com/dogecoin/dogecoin/pull/3517,,,
dogecoin,dogecoin,danielw86dev,https://avatars.githubusercontent.com/u/67072678?v=4,3506,fix: mising koinu string (rebrand),2024-04-07T14:11:04Z,2024-04-07,https://github.com/dogecoin/dogecoin/pull/3506,,,
dogecoin,dogecoin,danielw86dev,https://avatars.githubusercontent.com/u/67072678?v=4,3499,rpc: add uptime (backport) ,2024-04-04T00:49:28Z,2024-04-04,https://github.com/dogecoin/dogecoin/pull/3499,,,
dogecoin,gitian.sigs,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,34,patricklodder's gitian sigs for 1.14.7,2024-03-28T22:47:05Z,2024-03-28,https://github.com/dogecoin/gitian.sigs/pull/34,,,
dogecoin,gitian.sigs,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,37,doc: update the readme to describe the process better,2024-03-28T22:46:51Z,2024-03-28,https://github.com/dogecoin/gitian.sigs/pull/37,,,
dogecoin,dogecoin,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,3488,backport: fs wrapper,2024-03-27T23:03:22Z,2024-03-27,https://github.com/dogecoin/dogecoin/pull/3488,,,
dogecoin,dogecoin,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,3490,net: make IteratorComparator's operator const,2024-03-27T19:32:08Z,2024-03-27,https://github.com/dogecoin/dogecoin/pull/3490,,,
dogecoin,dogecoin,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,3492,ci: run experimental CIs with c++14,2024-03-27T18:58:41Z,2024-03-27,https://github.com/dogecoin/dogecoin/pull/3492,,,
dogecoin,dogecoin,edtubbs,https://avatars.githubusercontent.com/u/84785904?v=4,3362,depends: updated to freetype 2.11.0,2024-03-27T00:55:02Z,2024-03-27,https://github.com/dogecoin/dogecoin/pull/3362,,,
dogecoin,dogecoin,spencerlepine,https://avatars.githubusercontent.com/u/60903378?v=4,3480,fix: minor typo corrections,2024-03-15T00:07:17Z,2024-03-15,https://github.com/dogecoin/dogecoin/pull/3480,,,
dogecoin,dogecoin,320kg,https://avatars.githubusercontent.com/u/96183936?v=4,3479,Fix a minor formatting mistake in build-unix.md,2024-03-14T14:31:43Z,2024-03-14,https://github.com/dogecoin/dogecoin/pull/3479,,,
dogecoin,dogecoin,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,3456,bench: iwyu cleanup on non-test sources,2024-03-11T01:25:06Z,2024-03-11,https://github.com/dogecoin/dogecoin/pull/3456,,,
dogecoin,dogecoin,0foxes,https://avatars.githubusercontent.com/u/31290848?v=4,3446,check numerus format in check-translations.py,2024-03-10T21:26:45Z,2024-03-10,https://github.com/dogecoin/dogecoin/pull/3446,,,
dogecoin,dogecoin,chromatic,https://avatars.githubusercontent.com/u/50255?v=4,3462,Remove Qt 4 ifdefs,2024-03-09T00:01:28Z,2024-03-09,https://github.com/dogecoin/dogecoin/pull/3462,,,
dogecoin,dogecoin,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,3465,build: remove qt4 from macros,2024-03-08T22:39:56Z,2024-03-08,https://github.com/dogecoin/dogecoin/pull/3465,,,
dogecoin,dogecoin,cuinix,https://avatars.githubusercontent.com/u/65650185?v=4,3473,fix some typos in comments,2024-03-08T20:24:36Z,2024-03-08,https://github.com/dogecoin/dogecoin/pull/3473,,,
dogecoin,dogecoin,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,3467,ci: update actions to v4,2024-03-05T07:10:20Z,2024-03-05,https://github.com/dogecoin/dogecoin/pull/3467,,,
dogecoin,dogecoin,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,3458,build: allow c++14 standard to be used for compilation,2024-03-04T02:56:41Z,2024-03-04,https://github.com/dogecoin/dogecoin/pull/3458,,,
dogecoin,gitian.sigs,alamshafil,https://avatars.githubusercontent.com/u/36016500?v=4,36,alamshafil's gitian sigs for 1.14.7,2024-03-01T20:41:00Z,2024-03-01,https://github.com/dogecoin/gitian.sigs/pull/36,,,
dogecoin,dogecoin,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,3453,open 1.15.0 for development,2024-03-01T01:19:19Z,2024-03-01,https://github.com/dogecoin/dogecoin/pull/3453,,,
dogecoin,gitian.sigs,0foxes,https://avatars.githubusercontent.com/u/31290848?v=4,35,slightlyskepticalpotat sigs 1.14.7,2024-02-28T15:24:31Z,2024-02-28,https://github.com/dogecoin/gitian.sigs/pull/35,,,
dogecoin,dogecoin,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,3448,fixate 1.14.7 for release,2024-02-27T21:43:13Z,2024-02-27,https://github.com/dogecoin/dogecoin/pull/3448,,,
dogecoin,dogecoin,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,3442,1.14.7 release notes,2024-02-27T18:58:09Z,2024-02-27,https://github.com/dogecoin/dogecoin/pull/3442,,,
dogecoin,dogecoin,daank-c,https://avatars.githubusercontent.com/u/102710924?v=4,3441,Update to French-Canadian Translations,2024-02-27T01:35:48Z,2024-02-27,https://github.com/dogecoin/dogecoin/pull/3441,,,
dogecoin,dogecoin,chromatic,https://avatars.githubusercontent.com/u/50255?v=4,3411,Add minor WSL building updates,2024-02-27T01:20:57Z,2024-02-27,https://github.com/dogecoin/dogecoin/pull/3411,,,
dogecoin,dogecoin,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,3447,update in-line copyright years ,2024-02-26T20:08:40Z,2024-02-26,https://github.com/dogecoin/dogecoin/pull/3447,,,
dogecoin,dogecoin,danielw86dev,https://avatars.githubusercontent.com/u/67072678?v=4,3431,"Update of Polish Translation, 1.14.7",2024-02-25T23:51:40Z,2024-02-25,https://github.com/dogecoin/dogecoin/pull/3431,,,
dogecoin,dogecoin,FierceSkit,https://avatars.githubusercontent.com/u/107470576?v=4,3434,Update build fedora.md,2024-02-25T23:50:55Z,2024-02-25,https://github.com/dogecoin/dogecoin/pull/3434,,,
dogecoin,dogecoin,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,3375,build: fix bdb detection with macOs/brew,2024-02-25T22:48:23Z,2024-02-25,https://github.com/dogecoin/dogecoin/pull/3375,,,
dogecoin,dogecoin,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,3433,policy: only load fee_estimates.dat from 1.14.7 and later,2024-02-25T02:30:44Z,2024-02-25,https://github.com/dogecoin/dogecoin/pull/3433,,,
dogecoin,dogecoin,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,3443,doc: document maturity of RPC methods,2024-02-25T01:54:38Z,2024-02-25,https://github.com/dogecoin/dogecoin/pull/3443,,,
dogecoin,dogecoin,patricklodder,https://avatars.githubusercontent.com/u/1410115?v=4,3444,doc: update debian/copyright,2024-02-25T01:48:05Z,2024-02-25,https://github.com/dogecoin/dogecoin/pull/3444,,,
dogecoin,dogecoin,cijsk,https://avatars.githubusercontent.com/u/160655858?v=4,3435,Translate dutch (nl),2024-02-24T12:23:28Z,2024-02-24,https://github.com/dogecoin/dogecoin/pull/3435,,,
