org,proyecto,usuario,avatar_url,pr_number,pr_title,merged_at,merged_date,url,additions,deletions,changed_lines
stellar,go-stellar-sdk,sreuland,https://avatars.githubusercontent.com/u/10703845?v=4,5665,remove deprecated lobstr validator addresses from captive quorum sets,2025-04-24T18:34:18Z,2025-04-24,https://github.com/stellar/go-stellar-sdk/pull/5665,,,
stellar,laboratory,quietbits,https://avatars.githubusercontent.com/u/7346473?v=4,1354,Contract Explorer: show RPC URL warning at the top of the page,2025-04-24T18:33:39Z,2025-04-24,https://github.com/stellar/laboratory/pull/1354,,,
stellar,laboratory,quietbits,https://avatars.githubusercontent.com/u/7346473?v=4,1353,Contract Explorer: default to Contract Spec tab,2025-04-24T17:47:19Z,2025-04-24,https://github.com/stellar/laboratory/pull/1353,,,
stellar,js-stellar-base,overcat,https://avatars.githubusercontent.com/u/2368403?v=4,797,Remove `MuxedAccount.parseBaseAddress` from TypeScript definitions.,2025-04-24T17:46:32Z,2025-04-24,https://github.com/stellar/js-stellar-base/pull/797,,,
stellar,stellar-docs,ElliotFriend,https://avatars.githubusercontent.com/u/2024293?v=4,1509,trigger a new container build,2025-04-24T17:35:20Z,2025-04-24,https://github.com/stellar/stellar-docs/pull/1509,,,
stellar,stellar-protocol,tomerweller,https://avatars.githubusercontent.com/u/815704?v=4,1710,Update slp-0003 with capacity,2025-04-24T17:14:10Z,2025-04-24,https://github.com/stellar/stellar-protocol/pull/1710,,,
stellar,freighter,aristidesstaffieri,https://avatars.githubusercontent.com/u/6886006?v=4,1992,[CHORE] adds release notes for 5.32.0,2025-04-24T17:13:54Z,2025-04-24,https://github.com/stellar/freighter/pull/1992,,,
stellar,freighter,piyalbasu,https://avatars.githubusercontent.com/u/6789586?v=4,1991,add is_failed_included param for account-history,2025-04-24T17:11:24Z,2025-04-24,https://github.com/stellar/freighter/pull/1991,,,
stellar,stellar-docs,janewang,https://avatars.githubusercontent.com/u/734336?v=4,1506,Cleanup contracts,2025-04-24T16:48:07Z,2025-04-24,https://github.com/stellar/stellar-docs/pull/1506,,,
stellar,stellar-disbursement-platform-backend,github-actions[bot],https://avatars.githubusercontent.com/in/15368?v=4,639,Release `3.6.2` to `dev`,2025-04-24T15:28:23Z,2025-04-24,https://github.com/stellar/stellar-disbursement-platform-backend/pull/639,,,
stellar,stellar-disbursement-platform-backend,philipliu,https://avatars.githubusercontent.com/u/12836897?v=4,637,SDP-1604: Upgrade to Anchor Platform version 3.1.0,2025-04-24T14:42:46Z,2025-04-24,https://github.com/stellar/stellar-disbursement-platform-backend/pull/637,,,
stellar,freighter,dependabot[bot],https://avatars.githubusercontent.com/in/29110?v=4,1905,Bump prismjs from 1.29.0 to 1.30.0 in the npm_and_yarn group across 1 directory,2025-04-24T14:35:11Z,2025-04-24,https://github.com/stellar/freighter/pull/1905,,,
stellar,freighter-mobile,Brunonascdev,https://avatars.githubusercontent.com/u/51379924?v=4,109,chore: bump ios and android versions,2025-04-24T14:29:46Z,2025-04-24,https://github.com/stellar/freighter-mobile/pull/109,,,
stellar,freighter-mobile,Brunonascdev,https://avatars.githubusercontent.com/u/51379924?v=4,108,Remove logs from backend service,2025-04-24T14:18:54Z,2025-04-24,https://github.com/stellar/freighter-mobile/pull/108,,,
stellar,freighter-mobile,Brunonascdev,https://avatars.githubusercontent.com/u/51379924?v=4,107,Fix White line appearing on BottomSheet handle component,2025-04-24T12:20:14Z,2025-04-24,https://github.com/stellar/freighter-mobile/pull/107,,,
stellar,stellar-core,graydon,https://avatars.githubusercontent.com/u/14097?v=4,4621,CAP-0065 - Reusable module cache,2025-04-24T05:07:05Z,2025-04-24,https://github.com/stellar/stellar-core/pull/4621,,,
stellar,stellar-core,sisuresh,https://avatars.githubusercontent.com/u/5050166?v=4,4693,Don't emit memos for inflation and trades,2025-04-23T23:42:52Z,2025-04-23,https://github.com/stellar/stellar-core/pull/4693,,,
stellar,helm-charts,marwen-abid,https://avatars.githubusercontent.com/u/4129193?v=4,119,SDP Helm chart release 3.6.4 [app Version 3.6.2],2025-04-23T23:02:44Z,2025-04-23,https://github.com/stellar/helm-charts/pull/119,4,4,8
stellar,freighter-mobile,Brunonascdev,https://avatars.githubusercontent.com/u/51379924?v=4,106,v0.2.22,2025-04-23T22:52:57Z,2025-04-23,https://github.com/stellar/freighter-mobile/pull/106,,,
stellar,freighter-mobile,Brunonascdev,https://avatars.githubusercontent.com/u/51379924?v=4,105,yarn.lock updates,2025-04-23T22:25:06Z,2025-04-23,https://github.com/stellar/freighter-mobile/pull/105,,,
stellar,stellar-disbursement-platform-backend,github-actions[bot],https://avatars.githubusercontent.com/in/15368?v=4,638,Release `3.6.2` to `main`,2025-04-23T22:17:13Z,2025-04-23,https://github.com/stellar/stellar-disbursement-platform-backend/pull/638,,,
stellar,freighter,dependabot[bot],https://avatars.githubusercontent.com/in/29110?v=4,1962,Bump the all-actions group across 1 directory with 2 updates,2025-04-23T21:38:19Z,2025-04-23,https://github.com/stellar/freighter/pull/1962,,,
stellar,freighter,piyalbasu,https://avatars.githubusercontent.com/u/6789586?v=4,1989,pin dependencies and use dependabot updates,2025-04-23T21:37:33Z,2025-04-23,https://github.com/stellar/freighter/pull/1989,,,
stellar,laboratory,jeesunikim,https://avatars.githubusercontent.com/u/3912060?v=4,1351,remove unused file; fix error handling for address type,2025-04-23T21:20:42Z,2025-04-23,https://github.com/stellar/laboratory/pull/1351,,,
stellar,freighter-backend,piyalbasu,https://avatars.githubusercontent.com/u/6789586?v=4,250,add query param to toggle including failed tx's,2025-04-23T21:15:54Z,2025-04-23,https://github.com/stellar/freighter-backend/pull/250,49,10,59
stellar,freighter-mobile,CassioMG,https://avatars.githubusercontent.com/u/3228151?v=4,104,Sync app version and build number,2025-04-23T21:11:45Z,2025-04-23,https://github.com/stellar/freighter-mobile/pull/104,,,
stellar,stellar-protocol,tomerweller,https://avatars.githubusercontent.com/u/815704?v=4,1708,SLP003,2025-04-23T21:05:40Z,2025-04-23,https://github.com/stellar/stellar-protocol/pull/1708,,,
stellar,freighter-mobile,CassioMG,https://avatars.githubusercontent.com/u/3228151?v=4,103,Android release configs,2025-04-23T20:42:05Z,2025-04-23,https://github.com/stellar/freighter-mobile/pull/103,,,
stellar,freighter-backend-v2,aditya1702,https://avatars.githubusercontent.com/u/15054664?v=4,17,Remove chmod in Dockerfile,2025-04-23T20:04:35Z,2025-04-23,https://github.com/stellar/freighter-backend-v2/pull/17,6,3,9
stellar,stellar-protocol,lijamie98,https://avatars.githubusercontent.com/u/7027284?v=4,1707,[ANCHOR-1031] Fix signature count when a manage data operation with  is present.,2025-04-23T20:03:30Z,2025-04-23,https://github.com/stellar/stellar-protocol/pull/1707,,,
stellar,go-stellar-sdk,karthikiyer56,https://avatars.githubusercontent.com/u/2722757?v=4,5657,Karthik/add memo support for ttp,2025-04-23T20:02:17Z,2025-04-23,https://github.com/stellar/go-stellar-sdk/pull/5657,,,
stellar,freighter-mobile,Brunonascdev,https://avatars.githubusercontent.com/u/51379924?v=4,96,Manage Assets Data Flow,2025-04-23T19:42:55Z,2025-04-23,https://github.com/stellar/freighter-mobile/pull/96,,,
stellar,laboratory,quietbits,https://avatars.githubusercontent.com/u/7346473?v=4,1349,Contract Storage: update type legends,2025-04-23T19:22:50Z,2025-04-23,https://github.com/stellar/laboratory/pull/1349,,,
stellar,stellar-docs,philipliu,https://avatars.githubusercontent.com/u/12836897?v=4,1508,AP: Add SEP-45 documentation,2025-04-23T18:37:35Z,2025-04-23,https://github.com/stellar/stellar-docs/pull/1508,,,
stellar,laboratory,KoxyG,https://avatars.githubusercontent.com/u/106968712?v=4,1342,Feat: XDR Newline Character Sanitization.,2025-04-23T18:22:29Z,2025-04-23,https://github.com/stellar/laboratory/pull/1342,,,
stellar,rs-soroban-env,dmkozh,https://avatars.githubusercontent.com/u/77305791?v=4,1536,Fixes for benchmark build,2025-04-23T17:34:29Z,2025-04-23,https://github.com/stellar/rs-soroban-env/pull/1536,,,
stellar,freighter-backend-v2,aditya1702,https://avatars.githubusercontent.com/u/15054664?v=4,16,Add buildx command to build the dockerfile,2025-04-23T16:48:11Z,2025-04-23,https://github.com/stellar/freighter-backend-v2/pull/16,1,1,2
stellar,freighter-backend-v2,aditya1702,https://avatars.githubusercontent.com/u/15054664?v=4,15,Add docker buildkit command to dockerfile,2025-04-23T16:42:24Z,2025-04-23,https://github.com/stellar/freighter-backend-v2/pull/15,1,1,2
stellar,stellar-docs,ElliotFriend,https://avatars.githubusercontent.com/u/2024293?v=4,1507,trigger a new container build,2025-04-23T15:36:17Z,2025-04-23,https://github.com/stellar/stellar-docs/pull/1507,,,
stellar,anchor-platform,philipliu,https://avatars.githubusercontent.com/u/12836897?v=4,1712,[Chore] Bump version to `3.2.0-beta.1`,2025-04-23T15:29:59Z,2025-04-23,https://github.com/stellar/anchor-platform/pull/1712,,,
stellar,stellar-disbursement-platform-backend,marwen-abid,https://avatars.githubusercontent.com/u/4129193?v=4,624,SDP-1613: main.sh echo email does not match created email,2025-04-23T12:31:53Z,2025-04-23,https://github.com/stellar/stellar-disbursement-platform-backend/pull/624,,,
stellar,stellar-core,dmkozh,https://avatars.githubusercontent.com/u/77305791?v=4,4695,Fix the tx count metric,2025-04-23T00:57:51Z,2025-04-23,https://github.com/stellar/stellar-core/pull/4695,,,
stellar,stellar-protocol,sisuresh,https://avatars.githubusercontent.com/u/5050166?v=4,1706,CAP-0067 - update offer section,2025-04-22T22:57:52Z,2025-04-22,https://github.com/stellar/stellar-protocol/pull/1706,,,
stellar,typescript-wallet-sdk,philipliu,https://avatars.githubusercontent.com/u/12836897?v=4,199,Point Anchor Platform integration tests to dev instance,2025-04-22T22:31:55Z,2025-04-22,https://github.com/stellar/typescript-wallet-sdk/pull/199,5,23,28
stellar,stellar-core,dmkozh,https://avatars.githubusercontent.com/u/77305791?v=4,4694,Add more test coverage for fee bump feeCharged value.,2025-04-22T22:13:54Z,2025-04-22,https://github.com/stellar/stellar-core/pull/4694,,,
stellar,stellar-docs,janewang,https://avatars.githubusercontent.com/u/734336?v=4,1505,"Add better write up for env meta, contract meta, and contract spec",2025-04-22T21:43:35Z,2025-04-22,https://github.com/stellar/stellar-docs/pull/1505,,,
stellar,stellar-docs,briwylde08,https://avatars.githubusercontent.com/u/92327786?v=4,1504,Custom token deprecation notice,2025-04-22T21:37:44Z,2025-04-22,https://github.com/stellar/stellar-docs/pull/1504,,,
stellar,anchor-platform,philipliu,https://avatars.githubusercontent.com/u/12836897?v=4,1713,[Chore] Remove commented out code from workflow,2025-04-22T21:21:50Z,2025-04-22,https://github.com/stellar/anchor-platform/pull/1713,,,
stellar,stellar-docs,jeesunikim,https://avatars.githubusercontent.com/u/3912060?v=4,1500,Add Lab UI reference to RPC API Methods,2025-04-22T20:31:04Z,2025-04-22,https://github.com/stellar/stellar-docs/pull/1500,,,
stellar,stellar-docs,quietbits,https://avatars.githubusercontent.com/u/7346473?v=4,1502,Lab: RPC Methods doc,2025-04-22T19:47:15Z,2025-04-22,https://github.com/stellar/stellar-docs/pull/1502,,,
stellar,anchor-platform,philipliu,https://avatars.githubusercontent.com/u/12836897?v=4,1711,[Chore] Merge `develop` into `feature/c-accounts`,2025-04-22T19:37:59Z,2025-04-22,https://github.com/stellar/anchor-platform/pull/1711,,,
stellar,wallet-backend,marcelosalloum,https://avatars.githubusercontent.com/u/1952597?v=4,155,integrationtests: add `integration-tests` CLI command and call it from a GH action,2025-04-22T18:31:07Z,2025-04-22,https://github.com/stellar/wallet-backend/pull/155,,,
stellar,wallet-backend,marcelosalloum,https://avatars.githubusercontent.com/u/1952597?v=4,157,[merge & reverted] integrationtests: Include call to the fee bump endpoint,2025-04-22T18:26:31Z,2025-04-22,https://github.com/stellar/wallet-backend/pull/157,,,
stellar,wallet-backend,marcelosalloum,https://avatars.githubusercontent.com/u/1952597?v=4,154,"{cmd, auth, utils}: Refactor & modularize parts of the code in preparation for the e2e tests",2025-04-22T18:17:05Z,2025-04-22,https://github.com/stellar/wallet-backend/pull/154,,,
stellar,stellar-protocol,sisuresh,https://avatars.githubusercontent.com/u/5050166?v=4,1705,"CAP-0067 - remove from_muxed_id, and allow to_muxed_id to be set for the mint event",2025-04-22T17:17:18Z,2025-04-22,https://github.com/stellar/stellar-protocol/pull/1705,,,
stellar,stellar-cli,elizabethengelman,https://avatars.githubusercontent.com/u/4752801?v=4,1977,additional-libs feature for keyring dependencies (secure store),2025-04-22T14:55:47Z,2025-04-22,https://github.com/stellar/stellar-cli/pull/1977,,,
stellar,stellar-cli,elizabethengelman,https://avatars.githubusercontent.com/u/4752801?v=4,1997,Set DOCKER_HOST to colima so that macos-13 emulator tests work,2025-04-22T14:54:56Z,2025-04-22,https://github.com/stellar/stellar-cli/pull/1997,,,
stellar,rs-soroban-env,dmkozh,https://avatars.githubusercontent.com/u/77305791?v=4,1522,Implement fee-related changes of CAP-66.,2025-04-22T08:46:21Z,2025-04-22,https://github.com/stellar/rs-soroban-env/pull/1522,881,646,1527
stellar,stellar-rpc,2opremio,https://avatars.githubusercontent.com/u/2362916?v=4,412,p23: provide simulateTransaction ledger entries through core,2025-04-22T04:40:09Z,2025-04-22,https://github.com/stellar/stellar-rpc/pull/412,,,
stellar,js-stellar-sdk,Shaptic,https://avatars.githubusercontent.com/u/822243?v=4,1169,Prepare v13.3.0 for release,2025-04-21T22:26:20Z,2025-04-21,https://github.com/stellar/js-stellar-sdk/pull/1169,,,
stellar,js-stellar-sdk,overcat,https://avatars.githubusercontent.com/u/2368403?v=4,1168,Add `includeFailed` to `PaymentCallBuilder` for including failed transactions in calls.,2025-04-21T21:52:32Z,2025-04-21,https://github.com/stellar/js-stellar-sdk/pull/1168,,,
stellar,stellar-core,sisuresh,https://avatars.githubusercontent.com/u/5050166?v=4,4689,Events invariants,2025-04-21T21:50:06Z,2025-04-21,https://github.com/stellar/stellar-core/pull/4689,,,
stellar,account-viewer-v2,kanwalpreetd,https://avatars.githubusercontent.com/u/5859175?v=4,438,update elliptic package,2025-04-21T19:36:21Z,2025-04-21,https://github.com/stellar/account-viewer-v2/pull/438,1,14,15
stellar,rs-soroban-env,dmkozh,https://avatars.githubusercontent.com/u/77305791?v=4,1520,Small optimization for Symbol.,2025-04-21T19:34:13Z,2025-04-21,https://github.com/stellar/rs-soroban-env/pull/1520,,,
stellar,freighter-backend-v2,aditya1702,https://avatars.githubusercontent.com/u/15054664?v=4,6,Setup the new backend,2025-04-21T19:30:14Z,2025-04-21,https://github.com/stellar/freighter-backend-v2/pull/6,1471,0,1471
stellar,anchor-platform,lijamie98,https://avatars.githubusercontent.com/u/7027284?v=4,1709,[CHORE] Merge `develop` with `stellar-rpc` branch,2025-04-21T18:19:45Z,2025-04-21,https://github.com/stellar/anchor-platform/pull/1709,,,
stellar,stellar-xdr,dmkozh,https://avatars.githubusercontent.com/u/77305791?v=4,265,Make return value optional in Soroban meta v2 (#264),2025-04-21T18:08:35Z,2025-04-21,https://github.com/stellar/stellar-xdr/pull/265,1,1,2
stellar,supercluster,bboston7,https://avatars.githubusercontent.com/u/168167?v=4,205,Add support + mission for new leader election algorithm,2025-04-21T17:08:21Z,2025-04-21,https://github.com/stellar/supercluster/pull/205,234,28,262
stellar,freighter,piyalbasu,https://avatars.githubusercontent.com/u/6789586?v=4,1927,add UI for failed tx's,2025-04-21T16:53:51Z,2025-04-21,https://github.com/stellar/freighter/pull/1927,,,
stellar,freighter,piyalbasu,https://avatars.githubusercontent.com/u/6789586?v=4,1978,Bugfix/change scan tx endpoint to post,2025-04-21T16:45:42Z,2025-04-21,https://github.com/stellar/freighter/pull/1978,,,
stellar,freighter,aristidesstaffieri,https://avatars.githubusercontent.com/u/6886006?v=4,1985,[REROLL] Token list refresh,2025-04-21T16:23:05Z,2025-04-21,https://github.com/stellar/freighter/pull/1985,,,
stellar,freighter-backend,piyalbasu,https://avatars.githubusercontent.com/u/6789586?v=4,248,Change scan tx to post,2025-04-21T15:58:30Z,2025-04-21,https://github.com/stellar/freighter-backend/pull/248,166,0,166
stellar,stellar-demo-wallet,quietbits,https://avatars.githubusercontent.com/u/7346473?v=4,388,Update elliptic package,2025-04-21T15:54:59Z,2025-04-21,https://github.com/stellar/stellar-demo-wallet/pull/388,120,45,165
stellar,stellar-cli,elizabethengelman,https://avatars.githubusercontent.com/u/4752801?v=4,2011,additional-libs feature for ledger-stellar dependencies (ledger signing),2025-04-21T15:36:32Z,2025-04-21,https://github.com/stellar/stellar-cli/pull/2011,,,
stellar,freighter,github-actions[bot],https://avatars.githubusercontent.com/in/15368?v=4,1984,Bump versions to 5.31.1,2025-04-21T14:41:45Z,2025-04-21,https://github.com/stellar/freighter/pull/1984,,,
stellar,freighter,aristidesstaffieri,https://avatars.githubusercontent.com/u/6886006?v=4,1968,[REFACTOR] Popup Message Listener,2025-04-21T14:19:15Z,2025-04-21,https://github.com/stellar/freighter/pull/1968,,,
stellar,freighter-mobile,Brunonascdev,https://avatars.githubusercontent.com/u/51379924?v=4,97,Fix spacing inconsistencies across different devices,2025-04-21T14:08:07Z,2025-04-21,https://github.com/stellar/freighter-mobile/pull/97,,,
stellar,stellar-disbursement-platform-backend,dpohr,https://avatars.githubusercontent.com/u/206060310?v=4,616,SDP-1595 set default unique tenant in single tenant mode,2025-04-21T05:36:18Z,2025-04-21,https://github.com/stellar/stellar-disbursement-platform-backend/pull/616,,,
stellar,freighter,aristidesstaffieri,https://avatars.githubusercontent.com/u/6886006?v=4,1982,"restores memo in send flow, adds memo step to e2e test (#1981)",2025-04-20T20:32:39Z,2025-04-20,https://github.com/stellar/freighter/pull/1982,,,
stellar,freighter,aristidesstaffieri,https://avatars.githubusercontent.com/u/6886006?v=4,1983,[BUG] awaits submitForm before nav action in send settings,2025-04-20T18:41:31Z,2025-04-20,https://github.com/stellar/freighter/pull/1983,,,
stellar,freighter,aristidesstaffieri,https://avatars.githubusercontent.com/u/6886006?v=4,1981,"[BUG] restores memo in send flow, adds memo step to e2e test",2025-04-20T18:13:30Z,2025-04-20,https://github.com/stellar/freighter/pull/1981,,,
stellar,stellar-core,sisuresh,https://avatars.githubusercontent.com/u/5050166?v=4,4691,Remove from_muxed_id and allow memo/muxed info in mint event,2025-04-18T21:56:13Z,2025-04-18,https://github.com/stellar/stellar-core/pull/4691,,,
stellar,freighter,piyalbasu,https://avatars.githubusercontent.com/u/6789586?v=4,1969,Feature/add asset unification,2025-04-18T21:54:41Z,2025-04-18,https://github.com/stellar/freighter/pull/1969,,,
stellar,anchor-platform,lijamie98,https://avatars.githubusercontent.com/u/7027284?v=4,1708,[ANCHOR-1030] Send THE test payment if not found,2025-04-18T21:26:30Z,2025-04-18,https://github.com/stellar/anchor-platform/pull/1708,,,
stellar,laboratory,jeesunikim,https://avatars.githubusercontent.com/u/3912060?v=4,1340,display an error message for Address type,2025-04-18T17:13:15Z,2025-04-18,https://github.com/stellar/laboratory/pull/1340,,,
stellar,wallet-backend,dependabot[bot],https://avatars.githubusercontent.com/in/29110?v=4,153,build(deps): bump golang.org/x/net from 0.36.0 to 0.38.0 in the go_modules group,2025-04-18T16:01:05Z,2025-04-18,https://github.com/stellar/wallet-backend/pull/153,,,
stellar,wallet-backend,marcelosalloum,https://avatars.githubusercontent.com/u/1952597?v=4,142,all: Adopt recommended linters in CI and address the problems pointed by them,2025-04-18T15:57:11Z,2025-04-18,https://github.com/stellar/wallet-backend/pull/142,,,
stellar,stellar-docs,briwylde08,https://avatars.githubusercontent.com/u/92327786?v=4,1497,Adding Security section and Threat Model how-to guide,2025-04-18T15:17:33Z,2025-04-18,https://github.com/stellar/stellar-docs/pull/1497,,,
stellar,stellar-disbursement-platform-backend,dpohr,https://avatars.githubusercontent.com/u/206060310?v=4,617,SDP-1596 add new broker type and deprecate enable_scheduler config,2025-04-18T12:44:10Z,2025-04-18,https://github.com/stellar/stellar-disbursement-platform-backend/pull/617,,,
stellar,laboratory,quietbits,https://avatars.githubusercontent.com/u/7346473?v=4,1339,Upgrade Next.js + React + ESLint + other minor upgrades,2025-04-18T12:40:13Z,2025-04-18,https://github.com/stellar/laboratory/pull/1339,,,
stellar,stellar-disbursement-platform-backend,dpohr,https://avatars.githubusercontent.com/u/206060310?v=4,618,SDP-1597 pubnet recaptcha disble allowed,2025-04-18T08:48:16Z,2025-04-18,https://github.com/stellar/stellar-disbursement-platform-backend/pull/618,,,
stellar,freighter,piyalbasu,https://avatars.githubusercontent.com/u/6789586?v=4,1974,bump versions,2025-04-17T21:59:17Z,2025-04-17,https://github.com/stellar/freighter/pull/1974,,,
stellar,freighter,piyalbasu,https://avatars.githubusercontent.com/u/6789586?v=4,1972,disable FF pipeline to run release again,2025-04-17T20:34:33Z,2025-04-17,https://github.com/stellar/freighter/pull/1972,,,
stellar,freighter,aristidesstaffieri,https://avatars.githubusercontent.com/u/6886006?v=4,1948,Release 5.31.0,2025-04-17T19:22:06Z,2025-04-17,https://github.com/stellar/freighter/pull/1948,,,
stellar,freighter,piyalbasu,https://avatars.githubusercontent.com/u/6789586?v=4,1970,Feature/whats new 5.31.0,2025-04-17T17:55:32Z,2025-04-17,https://github.com/stellar/freighter/pull/1970,,,
stellar,stellar-rpc,Shaptic,https://avatars.githubusercontent.com/u/822243?v=4,409,Add ledger close times and oldest ledger in DB to getEvents response,2025-04-17T17:37:12Z,2025-04-17,https://github.com/stellar/stellar-rpc/pull/409,,,
stellar,stellar-rpc,Shaptic,https://avatars.githubusercontent.com/u/822243?v=4,383,Add operation index to event result,2025-04-17T17:36:56Z,2025-04-17,https://github.com/stellar/stellar-rpc/pull/383,,,
stellar,laboratory,jeesunikim,https://avatars.githubusercontent.com/u/3912060?v=4,1258,upgrade stellar-wallets-kit & enable ledger feature,2025-04-17T17:22:11Z,2025-04-17,https://github.com/stellar/laboratory/pull/1258,,,
stellar,stellar-xdr,philipliu,https://avatars.githubusercontent.com/u/12836897?v=4,266,Add SorobanAuthorizationEntries typedef (#254),2025-04-17T17:18:20Z,2025-04-17,https://github.com/stellar/stellar-xdr/pull/266,2,0,2
stellar,freighter-mobile,danilosilvackl,https://avatars.githubusercontent.com/u/204034304?v=4,95,Settings - Version label,2025-04-17T17:18:05Z,2025-04-17,https://github.com/stellar/freighter-mobile/pull/95,,,
stellar,stellar-xdr,philipliu,https://avatars.githubusercontent.com/u/12836897?v=4,254,Add SorobanAuthorizationEntries typedef,2025-04-17T16:52:45Z,2025-04-17,https://github.com/stellar/stellar-xdr/pull/254,2,0,2
stellar,anchor-platform,lijamie98,https://avatars.githubusercontent.com/u/7027284?v=4,1705,[ANCHOR-1028] Add @Order to fix the test failures caused by test dependencies,2025-04-17T16:36:04Z,2025-04-17,https://github.com/stellar/anchor-platform/pull/1705,,,
stellar,rs-soroban-env,sisuresh,https://avatars.githubusercontent.com/u/5050166?v=4,1534,"Remove from_muxed_id, and allow to_muxed_id to be set on mint",2025-04-17T16:15:16Z,2025-04-17,https://github.com/stellar/rs-soroban-env/pull/1534,,,
stellar,go-stellar-sdk,chowbao,https://avatars.githubusercontent.com/u/20801401?v=4,5604,5551/xdrill operations,2025-04-17T13:05:36Z,2025-04-17,https://github.com/stellar/go-stellar-sdk/pull/5604,,,
stellar,laboratory,quietbits,https://avatars.githubusercontent.com/u/7346473?v=4,1335,Sign Transaction: Make Trezor wallet message conditional,2025-04-17T12:38:13Z,2025-04-17,https://github.com/stellar/laboratory/pull/1335,,,
stellar,go-stellar-sdk,tamirms,https://avatars.githubusercontent.com/u/1445829?v=4,5642,txnbuild: Add txnbuild helper for sending a payment to a smart contract,2025-04-17T08:50:27Z,2025-04-17,https://github.com/stellar/go-stellar-sdk/pull/5642,,,
stellar,stellar-rpc,Shaptic,https://avatars.githubusercontent.com/u/822243?v=4,407,Unify request validation methods for `getLedgers` and `getTransactions`,2025-04-17T04:17:39Z,2025-04-17,https://github.com/stellar/stellar-rpc/pull/407,,,
stellar,laboratory,jeesunikim,https://avatars.githubusercontent.com/u/3912060?v=4,1332,WalletKit > Update the design and add a wallet type metric,2025-04-16T21:23:58Z,2025-04-16,https://github.com/stellar/laboratory/pull/1332,,,
stellar,stellar-rpc,zhoufanjin,https://avatars.githubusercontent.com/u/174178099?v=4,346,refactor: using slices.Contains to simplify the code,2025-04-16T20:08:04Z,2025-04-16,https://github.com/stellar/stellar-rpc/pull/346,,,
stellar,laboratory,quietbits,https://avatars.githubusercontent.com/u/7346473?v=4,1333,Fix dependency issue causing extra output in tests,2025-04-16T19:38:18Z,2025-04-16,https://github.com/stellar/laboratory/pull/1333,,,
stellar,anchor-platform,JiahuiWho,https://avatars.githubusercontent.com/u/16715182?v=4,1706,Remove on_pull_request_comments,2025-04-16T19:33:27Z,2025-04-16,https://github.com/stellar/anchor-platform/pull/1706,,,
stellar,laboratory,quietbits,https://avatars.githubusercontent.com/u/7346473?v=4,1331,Contract Explorer: add Contract Env Meta and Contract Meta data to Contract Spec tab,2025-04-16T19:13:24Z,2025-04-16,https://github.com/stellar/laboratory/pull/1331,,,
stellar,stellar-docs,christian-rogobete,https://avatars.githubusercontent.com/u/35729606?v=4,1484,Extend Wallet SDK documentation by adding the Swift Wallet SDK,2025-04-16T19:03:45Z,2025-04-16,https://github.com/stellar/stellar-docs/pull/1484,,,
stellar,go-stellar-sdk,tamirms,https://avatars.githubusercontent.com/u/1445829?v=4,5660,.github: Remove ubuntu-20.04 from horizon integration testing matrix,2025-04-16T18:38:02Z,2025-04-16,https://github.com/stellar/go-stellar-sdk/pull/5660,,,
stellar,rs-soroban-env,sisuresh,https://avatars.githubusercontent.com/u/5050166?v=4,1533,Add SAC balance tests,2025-04-16T17:40:38Z,2025-04-16,https://github.com/stellar/rs-soroban-env/pull/1533,,,
stellar,stellar-rpc,urvisavla,https://avatars.githubusercontent.com/u/30014929?v=4,406,Remove Ubuntu 20 from CI as it's no longer supported,2025-04-16T16:43:18Z,2025-04-16,https://github.com/stellar/stellar-rpc/pull/406,,,
stellar,wallet-backend,marcelosalloum,https://avatars.githubusercontent.com/u/1952597?v=4,141,cmd: Fix `channel-account ensure` CLI command,2025-04-16T16:29:44Z,2025-04-16,https://github.com/stellar/wallet-backend/pull/141,,,
stellar,laboratory,quietbits,https://avatars.githubusercontent.com/u/7346473?v=4,1321,Horizon and RPC network health check when website loads,2025-04-16T15:31:48Z,2025-04-16,https://github.com/stellar/laboratory/pull/1321,,,
stellar,laboratory,fnando,https://avatars.githubusercontent.com/u/3009?v=4,1330,Add explorer listing page.,2025-04-16T15:00:17Z,2025-04-16,https://github.com/stellar/laboratory/pull/1330,,,
stellar,stellar-protocol,leighmcculloch,https://avatars.githubusercontent.com/u/351529?v=4,1704,SEP-46/48: Change status to Active,2025-04-16T13:29:22Z,2025-04-16,https://github.com/stellar/stellar-protocol/pull/1704,,,
stellar,stellar-protocol,leighmcculloch,https://avatars.githubusercontent.com/u/351529?v=4,1703,SEP-47: Rename to Contract Interface Discovery,2025-04-16T13:26:15Z,2025-04-16,https://github.com/stellar/stellar-protocol/pull/1703,,,
stellar,stellar-asset-contract-spec,leighmcculloch,https://avatars.githubusercontent.com/u/351529?v=4,4,Improve README,2025-04-16T04:36:27Z,2025-04-16,https://github.com/stellar/stellar-asset-contract-spec/pull/4,12,2,14
stellar,stellar-rpc,Shaptic,https://avatars.githubusercontent.com/u/822243?v=4,408,Return `[]` rather than `null` when `getTransactions` is empty,2025-04-16T03:45:33Z,2025-04-16,https://github.com/stellar/stellar-rpc/pull/408,,,
stellar,stellar-asset-contract-spec,leighmcculloch,https://avatars.githubusercontent.com/u/351529?v=4,2,Update soroban-sdk from RC to stable version v22,2025-04-15T23:25:19Z,2025-04-15,https://github.com/stellar/stellar-asset-contract-spec/pull/2,25,24,49
